URL	Name	Price	Brand	Response Time	Refresh Rate	Resolution	Panel
https://www.newegg.com/acer-xf273u-f3bmiiprx-27-qhd-320-hz-nitro-ips-black/p/N82E16824011515?recaptcha=pass	Acer Nitro XF273U F3bmiiprx Gaming Monitor 27" WQHD (2560 x 1440) IPS with AMD FreeSync Premium Technology, 320Hz Refresh Rate, Up to 0.5ms, sRGB 99%, (2 x HDMI 2.1 Ports & 1 x Display Port 1.4)	$299.99	Acer	1ms (G to G) - Up to 0.5ms (G to G)	320 Hz	2560 x 1440 (2K)	IPS
https://www.newegg.com/msi-mpg-322urx-qd-oled-32-uhd-240-hz-metallic-black-rgb/p/N82E16824475463?recaptcha=pass	MSI 32" (31.5" Viewable) 240 Hz QD-OLED UHD Gaming Monitor FreeSync (AMD Adaptive Sync) 3840 x 2160 (4K),1xDisplay Port 2.1a, 2xHDMI 2.1 (UHD@240Hz),1xType C, MPG 322URX QD-OLED	$1,099.99	MSI	0.03ms (GTG)	240 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/lg-45gx950a-b-45-wuhd-330-hz-oled-black/p/N82E16824026470?recaptcha=pass	LG 45" UltraGear™ OLED Gaming Monitor 5K2K WUHD 165Hz or WFHD Dual Mode 330Hz 0.03ms Nvidia G-sync Compatible DisplayPort 2.1 45GX950A-B	$1,996.99	LG	0.03 ms (GtG)	330 Hz	5120 x 2160 (5K)	OLED
https://www.newegg.com/msi-mpg-321urxw-qd-oled-32-uhd-240-hz-metallic-white-rgb/p/N82E16824475454?recaptcha=pass	MSI 32" 240 Hz OLED UHD Gaming Monitor Adaptive Sync MPG 321URXW QD-OLED	$979.99	MSI	0.03ms (GTG)	240 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/msi-mag-244c-24-fhd-180-hz-va-metallic-black/p/N82E16824475472?recaptcha=pass	MSI Gaming Monitor 24" (23.6" Viewable) 180 Hz VA FHD Gaming Monitor Adaptive Sync 87% ADOBE RGB / 84% DCI-P3 / 105% sRGB MAG 244C	$119.99	MSI	1ms (MPRT) / 4ms (GTG)	180 Hz	1920 x 1080	VA
https://www.newegg.com/samsung-ls32bg852nnxgo-32-uhd-max-240-hz-odyssey-neo-g8-va/p/N82E16824027121?recaptcha=pass	SAMSUNG 32" Max 240 Hz VA UHD Gaming Monitor FreeSync Premium Pro (AMD Adaptive Sync) DCI-P3 95% HDMI, DisplayPort, USB, Audio Odyssey Neo G8 LS32BG852NNXGO	$1,299.99	SAMSUNG	1 ms (GTG)	Max 240 Hz	3840 x 2160 (4K)	VA
https://www.newegg.com/asus-xg27acmg-27-qhd-270-hz-rog-strix-fast-ips/p/N82E16824281323?recaptcha=pass	ASUS 27" 270 Hz Fast IPS QHD Gaming Monitor FreeSync Premium & G-Sync Compatible 95% DCI-P3, 125% sRGB ROG Strix XG27ACMG	$399.00	ASUS	1ms (GTG)	270 Hz	2560 x 1440 (2K)	Fast IPS
https://www.newegg.com/asus-xg27acg-w-27-qhd-180-hz-rog-strix-fast-ips-white/p/N82E16824281321?recaptcha=pass	ASUS ROG Strix 27" 1440P USB-C HDR Gaming Monitor (XG27ACG-W) - White, QHD, 180Hz, 1ms, Fast IPS, DCI-P3 95%, Extreme Low Motion Blur Sync, G-Sync Compatible, Tripod Socket, AI Gaming	$329.99	ASUS	1ms (GTG)	180 Hz	2560 x 1440 (2K)	Fast IPS
https://www.newegg.com/asrock-phantom-gaming-pg25fft-24-5-fhd-280-hz-ips-black/p/N82E16824028016?recaptcha=pass	ASRock Phantom Gaming Monitor 24.5" 180 Hz IPS FHD FreeSync (AMD Adaptive Sync) 94% DCI-P3 / 126% sRGB PG25FFT	$87.99	ASRock Phantom Gaming	1ms (GtG), 1ms (MPRT)	180 Hz	1920 x 1080	IPS
https://www.newegg.com/asrock-phantom-gaming-pg27fft1a-27-fhd-180-hz-ips/p/N82E16824028009?recaptcha=pass	ASRock Phantom Gaming Monitor 27" 180 Hz IPS FHD FreeSync (AMD Adaptive Sync) 123% sRGB / 94% DCI-P3 PG27FFT1A	$107.77	ASRock Phantom Gaming	1ms (MPRT), 4ms (GtG)	180 Hz	1920 x 1080	IPS
https://www.newegg.com/asus-xg32wcs-32-qhd-180-hz-rog-strix-fast-va/p/N82E16824281319?recaptcha=pass	ASUS ROG Strix 32" 1440P USB-C Curved HDR Gaming Monitor (XG32WCS) - QHD, 180Hz, 1ms, Fast VA, Extreme Low Motion Blur Sync, FreeSync, DisplayWidget, Tripod Socket, AI Technology	$299.00	ASUS	1ms (GTG)	180 Hz	2560 x 1440 (2K)	Fast VA
https://www.newegg.com/p/N82E16824027362?recaptcha=pass	Samsung 49" Odyssey G9 G91F Gaming Monitor DQHD 144Hz	$999.99	SAMSUNG	1ms (GTG)	144 Hz	5120 x 1440	VA
https://www.newegg.com/samsung-ls27dg302enxza-27-fhd-180-hz-odyssey-g3/p/N82E16824027339?recaptcha=pass	Samsung 27" Odyssey G3 (G30D) Gaming Monitor FHD 180Hz 1ms with Ergonomic Stand - LS27DG302ENXZA	$159.99	SAMSUNG	1 ms (MPRT)	180 Hz	1920 x 1080	VA
https://www.newegg.com/asus-vg27vh1b-27-fhd-165-hz-tuf-gaming-va-black/p/N82E16824281063?recaptcha=pass	ASUS TUF Gaming VG27VH1B 27" Curved Monitor, 1080P Full HD, 165Hz (Supports 144Hz), Extreme Low Motion Blur, Adaptive-sync, FreeSync Premium, 1ms MPRT, Eye Care, HDMI D-Sub	$190.00	ASUS	1 ms MPRT*1ms MPRT spec is based on internal testes. Response time may vary depending on test conditions	165 Hz (Max.)	1920 x 1080	VA
https://www.newegg.com/p/N82E16824027360?recaptcha=pass	SAMSUNG 27-inch Odyssey 3D G90XF Gaming Monitor, 4K, 165Hz, 1ms Response Time, AMD FreeSync Premium, Glasses-Free, Ergonomic Stand, LS27FG900XNXZA, 2025	$1,999.99	SAMSUNG	1ms (GTG)	165 Hz	3840 x 2160 (4K)	IPS
https://www.newegg.com/asus-vg259q3a-24-5-fhd-180-hz-tuf-gaming-ips/p/N82E16824281302?recaptcha=pass	ASUS TUF Gaming 25" (24.5" Viewable) 1080P Gaming Monitor (VG259Q3A) - FHD, 180Hz, 1ms, Fast IPS, Extreme Low Motion Blur, FreeSync, Variable Overdrive, Speakers, 99% sRGB, Shadow Boost	$169.99	ASUS	1ms (GTG)*	180 Hz	1920 x 1080	IPS
https://www.newegg.com/viewsonic-xg2431-24-fhd-240-hz-ips-black/p/N82E16824117068?recaptcha=pass	ViewSonic XG2431 Gaming Monitor 24" 1080p 240Hz 1ms with AMD FreeSync Premium, Advanced Ergonomics, Eye Care, HDMI and DisplayPort for Esports	$279.99	ViewSonic	1 ms	240 Hz	1920 x 1080	IPS
https://www.newegg.com/viewsonic-vx2718-2kpc-mhd-27-qhd-165-hz-va-black/p/N82E16824117047?recaptcha=pass	ViewSonic VX2718-2KPC-MHD Curved Gaming Monitor 27" WQHD 1440p 180Hz 1ms with Adaptive-Sync Eye Care HDMI and Display Port	$199.99	ViewSonic	1ms (MPRT)	180 Hz	2560 x 1440 (2K)	VA
https://www.newegg.com/samsung-ls49cg954enxza-49-dqhd-max-240-hz-odyssey-g9-va-black/p/N82E16824027310?recaptcha=pass	SAMSUNG 49-Inch Odyssey G9 Series DQHD 1000R Curved Gaming Monitor, 1ms(GtG), VESA DisplayHDR 1000, 240Hz, AMD FreeSync Premium Pro, Height Adjustable Stand, LS49CG954ENXZ	$1,199.99	SAMSUNG	1 ms (GTG)	Max 240 Hz	5120 x 1440	VA
https://www.newegg.com/samsung-ls34bg850snxza-34-wqhd-175-hz-g85sb-qd-oled/p/N82E16824027217?recaptcha=pass	SAMSUNG 34" Odyssey G85SB Series Curved Gaming Monitor QD-OLED Ultra WQHD, 175Hz, 0.03ms, DisplayHDR True Black 400, AMD FreeSync Premium Pro, Advanced Game Streaming, LS34BG850SNXZA	$1,199.99	SAMSUNG	0.03ms(GTG)	175 Hz	3440 x 1440 (2K)	OLED
https://www.newegg.com/asus-vg249qm5a-23-8-fhd-240-hz-tuf-gaming-fast-ips/p/N82E16824281380?recaptcha=pass	ASUS TUF Gaming Series 5 - VG249QM5A Gaming Monitor– 23.8" FHD(1920 x 1080) Fast-IPS, 240Hz, 0.3ms, G-SYNC® compatible, AMD FreeSync™ Premium, ELMB SYNC, 99% sRGB, DisplayWidget Center, Gaming AI,	$119.99	ASUS	1ms(GTG), 0.3ms(min.)	240 Hz	1920 x 1080	Fast IPS
https://www.newegg.com/acer-vg271u-m3bmiipx-27-wqhd-144hz-using-hdmi-port-180hz-using-display-port-nitro-ips-black/p/N82E16824011467?recaptcha=pass	Acer Nitro VG271U M3bmiipx 27" Gaming Monitor WQHD (2560 x 1440) IPS with AMD FreeSync Premium Technology, Up to 180Hz, Up to 0.5ms, DCI-P3 95% (1 x Display Port 1.2, 2 x HDMI 2.0 and 1 x Audio Out)	$159.99	Acer	1ms (G to G) - Up to 0.5ms (G to G)	144Hz Using HDMI Port, 180Hz Using Display Port	2560 x 1440 (2K)	IPS
https://www.newegg.com/asus-xg27ucdmg-27-uhd-240-hz-rog-strix-qd-oled-black/p/N82E16824281365?recaptcha=pass	ASUS ROG Strix 27" 4K QD-OLED Gaming Monitor (XG27UCDMG) - 240Hz, 0.03ms, OLED Anti-Flicker 2.0, Custom Heatsink, OLED Care Pro, Neo Proximity Sensor, 99% DCI-P3, True 10-bit color	$979.99	ASUS	0.03 ms (GTG)	240 Hz	3840 x 2160 (4K)	QD-OLED
https://www.newegg.com/msi-mpg-321urx-qd-oled-32-uhd-240-hz/p/N82E16824475357?recaptcha=pass	MSI MPG 321URX QD-OLED 32" 16:9, QD-OLED Gaming Monitor, 240Hz 0.03ms, 3840 x 2160 (UHD), Height Adjustable Arm, RGB, AI ENGINE	$898.52	MSI	0.03 ms	240 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/msi-mpg-271qrx-qd-oled-27-wqhd-360-hz/p/N82E16824475359?recaptcha=pass	MSI MPG 271QRX QD-OLED 27" 16:9, QD-OLED Gaming Monitor, 360Hz 0.03ms, 2560 x 1440 (WQHD), Height Adjustable Arm, RGB, AI ENGINE	$639.99	MSI	0.03ms (GtG)	360 Hz	2560 x 1440 (2K)	OLED
https://www.newegg.com/acer-ed270-zbmiipx-27-fhd-280-hz-nitro-va-black/p/N82E16824011518?recaptcha=pass	Acer Nitro Gaming Monitor 27" 280Hz Curved Full HD with AMD FreeSync Premium Technology 1ms with both Display Port and HDMI Port ED270 Zbmiipx	$149.99	Acer	1ms (VRB)	280 Hz	1920 x 1080	VA
https://www.newegg.com/samsung-ls57cg952nnxza-57-duhd-240-hz-odyssey-neo-g9-va-white/p/N82E16824027274?recaptcha=pass	Samsung 57" Odyssey Neo G9 Curved Gaming Monitor Dual 4K UHD Quantum Mini-LED 240Hz 1ms(GtG) HDR 1000	$1,499.99	SAMSUNG	1ms (GTG)	240 Hz	7680 x 2160	VA
https://www.newegg.com/msi-mpg-341cqpx-qd-oled-34-uwqhd-240-hz-metallic-black/p/N82E16824475392?recaptcha=pass	MSI 34" 240 Hz OLED UWQHD Gaming Monitor 97.8% Adobe RGB / 99.3% DCI-P3 / 139.1% sRGB MPG 341CQPX QD-OLED	$899.99	MSI	0.03ms (GTG)	240 Hz	3440 x 1440 (2K)	OLED
https://www.newegg.com/samsung-c34g55t-34-ultra-wqhd-165-hz-odyssey-g5-va-black/p/N82E16824022912?recaptcha=pass	SAMSUNG Odyssey G5 LC34G55TWWNXZA Curved Gaming Monitor 34" WQHD 3440 x 1440 (2K) 1ms (MPRT) 165Hz HDR10, HDMI, DisplayPort FreeSync Premium	$399.99	SAMSUNG	1 ms (MPRT)	165 Hz	3440 x 1440 (2K)	VA
https://www.newegg.com/gigabyte-mo27q2-27-qhd-240-hz-qd-oled-black/p/N82E16824012094?recaptcha=pass	GIGABYTE - MO27Q2 - 27" QD-OLED Gaming Monitor - QHD 2560x1440 - 240Hz - 0.03ms GTG - AMD FreeSync Premium Pro - Type C KVM - HDMI, DP - Height Adjustable - Black	$599.99	GIGABYTE	0.03ms (GTG)	240 Hz	2560 x 1440 (2K)	OLED
https://www.newegg.com/msi-mag275qf-27-qhd-180-hz-rapid-ips-metallic-black/p/N82E16824475390?recaptcha=pass	MSI 27" 180 Hz Rapid IPS QHD Gaming Monitor MAG275QF	$173.95	MSI	0.5ms (GTG)	180 Hz	2560 x 1440 (2K)	Rapid IPS
https://www.newegg.com/asus-vg27aq-27-qhd-165-hz-tuf-gaming-ips-black/p/N82E16824236987?recaptcha=pass	ASUS TUF 27" 165Hz 1440P HDR Gaming Monitor- QHD (2560 x 1440), (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, G-SYNC Compatible, VESA Mountable, DisplayPort, HDMI VG27AQ	$199.00	ASUS	1ms MPRT	165 Hz	2560 x 1440 (2K)	IPS
https://www.newegg.com/gigabyte-gs27q-a-us-27-qhd-180-hz-gs-series-ips-black/p/N82E16824012103?recaptcha=pass	GIGABYTE - GS27QA - 27" IPS Gaming Monitor - QHD 2560x1440 - 180Hz - 1ms MPRT - AMD FreeSync - HDMI, DP - Black	$159.99	GIGABYTE	1 ms	180 Hz	2560 x 1440 (2K)	IPS
https://www.newegg.com/msi-pro-mp243l-e14-23-8-fhd-144-hz-ips-matte-black/p/N82E16824475496?recaptcha=pass	MSI PRO MP243L E14 Gaming Monitor 24" IPS 1920 x 1080 (FHD), 144Hz, Adaptive-Synch, HDR Ready, HDMI, VGA Port,VESA Mountable, Tilt, 4-side slim bezel ,1ms, Black	$84.99	MSI	NaN	144 Hz	1920 x 1080	IPS
https://www.newegg.com/msi-mag-272qpw-qd-oled-x28-27-qhd-280-hz-metallic-white/p/N82E16824475502?recaptcha=pass	MSI 27" 280 Hz QD-OLED 2560 x 1440 (QHD) Gaming Monitor FreeSync (AMD Adaptive Sync) MAG 272QPW MAG 272QPW QD-OLED X28	$579.99	MSI	0.03 ms	280 Hz	2560 x 1440 (2K)	QD-OLED
https://www.newegg.com/msi-mag-271qp-qd-oled-x28-27-qhd-280-hz-metallic-black/p/N82E16824475503?recaptcha=pass	MSI 27" 280 Hz QD-OLED 2560 x 1440 (QHD) Gaming Monitor FreeSync (AMD Adaptive Sync) MAG 271QP MAG 271QP QD-OLED X28	$559.99	MSI	0.03 ms	280 Hz	2560 x 1440 (2K)	QD-OLED
https://www.newegg.com/samsung-ls27dg602snxza-27-qhd-360-hz-odyssey-oled-g6-silver/p/N82E16824027327?recaptcha=pass	Samsung 27" Odyssey QD-OLED G6 (G60SD) Gaming Monitor QHD 360Hz 0.03ms FreeSync Premium Pro with Sleek Metal Design - LS27DG602SNXZA	$899.99	SAMSUNG	0.03ms (GTG)	360 Hz	2560 x 1440 (2K)	OLED
https://www.newegg.com/p/N82E16824027371?recaptcha=pass	Samsung 49" Odyssey OLED G9 (G91SD) Curved Gaming Monitor Dual QHD QD-OLED G-Sync Compatibler, 144Hz, 0.03ms, AMD FreeSync Premium Pro, Ergonomic Stand,  LS49DG910SNXZA	$879.99	SAMSUNG	0.03 ms	144 Hz	5120 x 1440	NaN
https://www.newegg.com/samsung-ls37fg75denxza-37-wuhd-180-hz-odyssey-g7-g75f-va-black/p/N82E16824027373?recaptcha=pass	SAMSUNG Curved Gaming Monitor 37" 165 Hz 3840x2160 VA WUHD FreeSync Premium Pro (AMD Adaptive Sync) sRGB 99% Odyssey G7 G75F LS37FG75DENXZA	$649.99	SAMSUNG	1 ms	165 Hz	3840 x 2160 (4K)	VA
https://www.newegg.com/acer-xv270u-z1bmiiprx-27-qhd-270-hz-nitro-ips-black/p/N82E16824011516?recaptcha=pass	Acer Nitro XV270U Z1bmiiprx Gaming Monitor 27" WQHD (2560 x 1440) IPS with AMD FreeSync Premium Technology, Up to 270Hz Refresh Rate, Up to 0.5ms, sRGB 99%, (2 x HDMI 2.0 Ports & 1 x Display Port 1.4)	$199.99	Acer	1ms (G to G) - Up to 0.5ms (G to G)	270 Hz	2560 x 1440 (2K)	IPS
https://www.newegg.com/aoc-ag276qzd2-27-qhd-240-hz-agon-pro-qd-oled-black-purple/p/N82E16824160526?recaptcha=pass	AOC 27" 240 Hz OLED QHD Gaming Monitor sRGB (CIE1931): 147.7%, DCI-P3 (CIE1976): 110.2% AGON PRO AG276QZD2	$499.99	AOC	0.03ms (GtG)	240 Hz	2560 x 1440 (2K)	OLED
https://www.newegg.com/asus-vg32vq1b-32-wqhd-165-hz-tuf-gaming-va-black/p/N82E16824281075?recaptcha=pass	ASUS TUF Curved Gaming Monitor 32" 165Hz QHD HDR Curved Monitor - 2560 x 1440, 1ms, Extreme Low Motion Blur, Speaker, FreeSync Premium, VESA Mountable, DisplayPort, HDMI VG32VQ1B	$289.99	ASUS	1ms MPRT**1ms MPRT spec is based on internal testes. Response time may vary depending on test conditions	165 Hz	2560 x 1440 (2K)	VA
https://www.newegg.com/gigabyte-mo32u-32-uhd-165-hz-qd-oled-black/p/N82E16824012093?recaptcha=pass	GIGABYTE - MO32U - 32" QD-OLED Gaming Monitor - UHD 3840x2160 - 165Hz - 0.03ms GTG - AMD FreeSync Premium Pro - Type C KVM - HDMI, DP - Height Adjustable - Black	$789.99	GIGABYTE	0.03ms (GTG)	165 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/p/N82E16824027361?recaptcha=pass	SAMSUNG 27-inch Odyssey QD-OLED G8 (G81SF), 4K, 240Hz, Gaming Monitor, 0.03ms Response Time, DisplayHDR True Black 400, AMD FreeSync™ Premium Pro, Ergonomic Stand, LS27FG810SNXZA, 2025	$879.99	SAMSUNG	0.03ms (GTG)	240 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/p/N82E16824027374?recaptcha=pass	SAMSUNG 40" Odyssey G7 G75F Curved Gaming Monitor 5120 x 2160 WUHD 180Hz FreeSync Premium Pro LS40FG75DENXZA	$1,199.99	SAMSUNG	1 ms	MAX 180Hz	5120 x 2160 (5K)	NaN
https://www.newegg.com/samsung-ls32dg502enxza-32-qhd-180-hz-odyssey-g50d-fast-ips-black/p/N82E16824027314?recaptcha=pass	SAMSUNG Odyssey G5 Gaming Monitor 32" 180 Hz Fast IPS QHD FreeSync (AMD Adaptive Sync) 2560 x 1440 (2K) sRGB 99% w/ Height, Pivot, Swivel, Tilt Adjustable stand LS32DG502ENXZA	$279.99	SAMSUNG	1ms (GTG)	180 Hz	2560 x 1440 (2K)	Fast IPS
https://www.newegg.com/p/N82E16824027368?recaptcha=pass	Samsung 32" Odyssey OLED G8 G81SFGaming Monitor UHD 4K 240Hz,LS32FG810SNXZA, Silver	$999.99	SAMSUNG	0.03 ms	240 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/asus-vg34vql1b-34-uwqhd-165-hz-tuf-gaming-va-black/p/N82E16824281097?recaptcha=pass	ASUS TUF Gaming VG34VQL1B 34" Curved HDR Monitor, WQHD (3440 x 1440), 165Hz, 1ms, Extreme Low Motion Blur, FreeSync Premium, Eye Care, 2 x DisplayPort 2 x HDMI USB, Height Adjustable, DisplayHDR 400	$269.99	ASUS	1ms MPRT**1ms MPRT spec is based on internal testes. Response time may vary depending on test conditions	165 Hz	3440 x 1440 (2K)	VA
https://www.newegg.com/msi-mag-274qrfw-x32-27-qhd-320-hz-rapid-ips-white-rgb/p/N82E16824475504?recaptcha=pass	MSI 27" 320 Hz Rapid IPS 2560 x 1440 (QHD) Gaming Monitor FreeSync (AMD Adaptive Sync) MAG 274QRFW MAG 274QRFW X32	$299.99	MSI	0.50 ms	320 Hz	2560 x 1440 (2K)	Rapid IPS
https://www.newegg.com/p/N82E16824281379?recaptcha=pass	ASUS ROG Strix OLED XG27AQDMGZ gaming monitor 27" 1440p glossy WOLED panel, 240 Hz, 0.03 ms, custom heatsink, OLED Anti-flicker, ASUS OLED Care,99% DCI-P3, and DisplayWidget Center	$549.99	ASUS	0.03 ms (GTG)	240 Hz	2560 x 1440 (2K)	WOLED
https://www.newegg.com/asus-xg27ucg-w-27-uhd-160-hz-fast-ips-white/p/N82E16824281329?recaptcha=pass	ASUS ROG Strix 27" 4K HDR USB-C Gaming Monitor XG27UCG-W - White, UHD (3840x2160) Dual mode (4K 160Hz or FHD 320Hz), 1ms, Fast IPS, ELMB Sync, G-SYNC Compatible, AI Gaming	$489.99	ASUS	1 ms(GTG)	160 Hz	3840 x 2160 (4K)	Fast IPS
https://www.newegg.com/p/N82E16824026511?recaptcha=pass	LG 27GX700A-B 27-inch Ultragear QHD (2560 x 1440) OLED Gaming Monitor, 280Hz, 0.03ms, NVIDIA G-Sync, AMD FreeSync Premium Pro, VESA DisplayHDR TrueBlack500, with up to DCI-P3 99.5%, HDMI 2.1, Black	$849.99	LG	0.03ms (GTG)	280 Hz	2560 x 1440 (2K)	OLED
https://www.newegg.com/lg-45gr65dc-b-45-qhd-200-hz-ultragear-va/p/N82E16824026411?recaptcha=pass	LG 45GR65DC-B 45" Ultragear Curved Gaming Monitor, QHD, 200Hz, 1ms, UltraWide Display, 32:9, AMD FreeSync Premium Pro, VESA DisplayHDR 600, HDMI 2.1 x2, DP, UBS x3, Tilt/Height/Swivel Stand Black	$769.99	LG	1ms (GtG at Faster)	200 Hz	5120 x 1440	VA
https://www.newegg.com/asus-90lm06h5-b013b0-27-full-hd/p/N82E16824281125?recaptcha=pass	ASUS 27" VA27DQ 1080P Full HD, IPS, 75Hz, Speakers, Adaptive-sync/FreeSync, Low Blue Light, Flicker Free, VESA Mountable, Frameless, HDMI, VGA, DisplayPort, Tilt Adjustable Monitor	$149.99	ASUS	5ms (GTG)	75 Hz	1920 x 1080	IPS
https://www.newegg.com/gigabyte-mo27u2-sa-27-uhd-240-hz-m-series-oled-qd-oled-black/p/N82E16824012102?recaptcha=pass	GIGABYTE - MO27U2 - 27" QD-OLED Gaming Monitor - UHD 3840x2160 - 240Hz - 0.03ms GTG - AMD FreeSync Premium Pro, G-SYNC Compatible - Type C KVM - HDMI, DP, Type-C - Height and Tilt Adjustable - Black	$999.99	GIGABYTE	0.03 ms	240 Hz	3840 x 2160 (4K)	QD-OLED
https://www.newegg.com/p/N82E16824475508?recaptcha=pass	MSI MAG 322URDF E16 Gaming Monitor 32" 3840x2160(4K) 160Hz UHD / 320Hz FHD Rapid IPS FreeSync (AMD Adaptive Sync) 0.5ms DisplayHDR 400 Eye Protection AI Vision Dual-Mode	$459.99	MSI	0.50 ms	160Hz UHD / 320Hz FHD	3840 x 2160 (4K)	Rapid IPS
https://www.newegg.com/msi-pro-mp273l-e14-27-fhd-144-hz-pro-series-ips-matte-black/p/N82E16824475500?recaptcha=pass	MSI PRO MP273L E14 27-inch IPS 1920 x 1080 (FHD) Gaming Office Monitor, 144Hz, Adaptive-Synch, HDR Ready, HDMI, VGA Port,VESA Mountable, Tilt, 4-side slim bezel ,1ms, Black	$104.99	MSI	1ms (MPRT) / 4ms (GTG)	144 Hz	1920 x 1080	IPS
https://www.newegg.com/p/N82E16824026509?recaptcha=pass	LG 27 inch UltraGear Gaming Monitor IPS QHD 1440p 300Hz 1ms NVIDIA G-Sync Compatible	$349.99	LG	1ms (GtG at Faster)	300 Hz	2560 x 1440 (2K)	IPS
https://www.newegg.com/p/N82E16824026512?recaptcha=pass	LG 34G630A-B 34-Inch Ultragear WQHD (3440 x 1440) Curved Gaming Monitor, 240Hz, 1ms, FreeSync Premium, DisplayHDR 400, Built-in Speaker, HDMI, DisplayPort, USB Type-C, Tilt/Height/Swivel Stand, Black	$356.99	LG	1ms (GtG at Faster)	240 Hz	3440 x 1440	VA
https://www.newegg.com/msi-pro-mp225v-22-fhd-100-hz-matte-black/p/N82E16824475487?recaptcha=pass	MSI 22" 100 Hz VA FHD Monitor 1ms (MPRT) / 4ms (GTG) Adaptive-Sync Pro MP225V	$64.99	MSI	1ms (MPRT) / 4ms (GTG)	100 Hz	1920 x 1080	VA
https://www.newegg.com/acer-xb273u-x1bmiiprx-27-wqhd-200-hz-predator-ips/p/N82E16824011525?recaptcha=pass	Acer Predator XB273U X1bmiiprx Gaming Monitor 27" WQHD (2560 x 1440) IPS with AMD FreeSync Premium Technology, Acer HDR400, DCI-P3 90%, Up to 0.5ms (G to G), Up to 200Hz refresh Rate	$229.99	Acer	1ms (G to G) - Up to 0.5ms (G to G)	200 Hz	2560 x 1440 (2K)	IPS
https://www.newegg.com/asus-pa278qv-27-wqhd/p/N82E16824281062?recaptcha=pass	ASUS ProArt Display 27" 1440P Monitor (PA278QV) - QHD (2560 x 1440), 100% sRGB/Rec. 709 Delta E < 2, IPS, DisplayPort HDMI DVI-D Mini DP, Calman Verified, Eye Care, Tilt, Pivot, Swivel, Height Adjustable	$245.99	ASUS	5 ms (GTG)	NaN	2560 x 1440 (2K)	IPS
https://www.newegg.com/msi-pro-mp271a-e2-27-fhd-120-hz-ips-matte-black/p/N82E16824475422?recaptcha=pass	MSI PRO MP271A E2 27-inch IPS 1920 x 1080 (FHD) Gaming Office Monitor, 120Hz, Free-Synch, HDMI, DisplayPort, VGA Port, VESA Mountable, Tilt, Speaker, 4-side slim bezel 1ms, Black	$99.99	MSI	1ms (MPRT) / 4ms (GTG)	120 Hz	1920 x 1080	IPS
https://www.newegg.com/p/N82E16824026495?recaptcha=pass	LG 34 inch UltraGear OLED WQHD 1440p 240Hz 0.03ms G-Sync Compatible Gaming Monitor with USB Type-C 65W 34GX900A-B	$799.99	LG	0.03ms (GTG)	240 Hz	3440 x 1440	OLED
https://www.newegg.com/msi-pro-mp341cq-34-uwqhd/p/N82E16824475291?recaptcha=pass	MSI 34'' 100 Hz VA UWQHD Monitor 4ms (GTG Min.) / 1ms MPRT FreeSync (AMD Adaptive Sync) Curved Pro MP341CQ	$239.61	MSI	4ms (GTG Min.) / 1ms MPRT	100 Hz	3440 x 1440 (2K)	VA
